제목,구분,카테고리,지역,연령,성별
"영등포구 청년 1인가구 요리?건강 지원사업 '신이나' (신길 이웃, 나랑 할래?)_ 햅삐밥상",프로그램,외로움,영등포구,"20,30","남성,여성"
2023 1인가구 그린라이프 5기 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[고덕1동] 혼자라도 외롭지 않아요,프로그램,외로움,강동구,"60,70,80,90,100","남성,여성"
중장년 1인가구 소셜다이닝 '천고마비의 계절 힘나는 고기요리',프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 요리체험 프로그램 '식의보감',프로그램,기타,광진구,"40,50,60,70,80,90,100","남성,여성"
[추가모집] 1인가구 친구찾기 1인가구의 밤(재테크),프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023 1인가구 그린라이프 6기 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
01 줍-깅 클럽 2편,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 싱글(Single)벙글 자조모임 활동공유회,프로그램,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
동일이의 생활과 관련된 4가지 주제 '동일이의4생활_도시농부편',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구프로그램]'1인가구를 위한 생활로드맵-퍼스널브랜딩편' 참여자 모집,프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
스칸디아모스 리스 만들기,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[심리안정감] 식품보다 먼, 식물보다는 가까운… 콩나물 숙주 키트 배부",프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 원데이클래스 <레진공예를 이용한 유리잔 꾸미기>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023년 1인가구 자기돌봄 프로그램 '워크원',프로그램,기타,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
걸어서노원속으로,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
우리동네 먹을지도 대작전!,프로그램,기타,노원구,"40,50,60,70,80,90,100","남성,여성"
[추가모집] 1인가구 부동산 실용모임 '집으로 가는 길' 3회차,프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
서울청년센터 마포 오랑 <1인 가구 마포 청년 지원 프로젝트> 참여자 모집,프로그램,주거,마포구,"20,30","남성,여성"
2023 중독 회복 포럼,행사,질병,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 여가지원 '취미공방' 8월 미술체험 참여자 모집 안내,프로그램,기타,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[가족생활] 1인가구 동아리_동일이와 노라조~,프로그램,외로움,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학사업] 내 몸을 변화시키는 라이프스타일 코칭,프로그램,질병,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중?장년 원예체험 프로그램 <내손안의 힐링 : 수(手)락(樂)이들> 참여자 모집,프로그램,기타,광진구,"40,50,60,70,80,90,100","남성,여성"
서울시 1인가구 집단상담 - 나를 만나는 여행,프로그램,기타,용산구,"20,30,40,50","남성,여성"
서울청년센터 강북 <2023 강북구 청년 가을운동회>,행사,기타,강북구,"0,10,20,20,30","남성,여성"
1인가구 프로그램 [걸어서 강서구 속으로],프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[종로구] 2022 종로구 여성1인가구 안심홈지원사업 대상자 모집,프로그램,안전,종로구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
먹토크 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
행복한 1인라이프-금융편 2차(40-50대) 참여자 모집(모집종료),프로그램,경제/일자리,마포구,"40,50","남성,여성"
[모집완료] 상담멘토링 멘티 추가 모집,프로그램,외로움,구로구,"20,30,40,50",여성
1인가구 외부활동(2차) 가죽공방체험,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 소셜다이닝 행복한밥상-5기 '오감만족 비타민 톡톡' 모집,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
[진행중]11월 요리활동(베이커리) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"오늘은 쉼,",프로그램,기타,성북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
이혼전후 비양육부모 집단상담 '행복이음',상담,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[북라이프사업] 남원상 작가와의 만남 <광고와 영화에 담긴 소주의 초상>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
10월 중장년1인가구 소셜다이닝'행복한밥상'(7기),프로그램,기타,송파구,"40,50","남성,여성"
2023년 하반기 1인가구 아카데미 '자아찾기',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
20~30대 1인가구를 위한 「I 돈 CARE」재무관리 프로그램,프로그램,경제/일자리,서초구,"20,30","남성,여성"
술꾼도시1인가구 4편,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 청년 1인가구 소셜다이닝 '잇다구로' 3기 모집,프로그램,기타,구로구,"20,30","남성,여성"
청년 힐링체험 프로그램 <내손안의 힐링 : 수(手)락(樂)이들> 참여자 모집,프로그램,기타,광진구,"20,30","남성,여성"
"1인가구 친구찾기 '1인가구의 밤(독서, 재테크)'",프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감]9월 추석맞이 모두의식당(혼밥프로젝트) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[중장년 1인가구 소셜다이닝 ‘행복한 밥상’8기] - 음식으로 떠나는 세계여행,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
서울시 1인가구 '마음샌드' 집단상담,상담,기타,은평구,"0,10,20,20,30","남성,여성"
1인가구 관계증진 프로그램 [모두의 식당],프로그램,기타,강북구,"40,50","남성,여성"
1인가구 개인상담,상담,외로움,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
책쓰기 실전 교육,프로그램,경제/일자리,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 소셜다이닝 행복한밥상-4기 'Health Pleasure(비건요리)' 모집,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
<추가모집> 일일 클라이밍 11/13(월) 18:00-20:00,프로그램,기타,성북구,"20,30,40,50","남성,여성"
1인가구 개인상담,상담,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 집단상담 포토테라피,상담,기타,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 셀프 집수리,프로그램,주거,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
정착할 결심(친환경) 참여자모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023 1인가구 편안할결심_ 명상테라피 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_주거교육편 2차 참여자(20~30대) 모집(모집종료),프로그램,주거,마포구,"20,30","남성,여성"
[북라이프사업] 전우영 작가와의 만남 <마음을 치유하는 영화이야기>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
환경캠페인 '에코싱글즈 4기',프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 여가지원 '취미공방' 9월 목공예 참여자 모집 안내,프로그램,기타,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 10월 특강 '금쪽같은 내 마음',프로그램,기타,구로구,"20,30,40,50","남성,여성"
서울청년센터 강북 '알려줘! 강북홈즈' 1편 집구하기 참여자 모집,프로그램,주거,강북구,"20,30","남성,여성"
[서대문구] 취향의 발견 참여자 모집,프로그램,기타,서대문구,"20,30","남성,여성"
1인가구 힐링 프로그램 <아크릴 클래스>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[심리안정감] 겨울 나무로 만드는 향긋한 리스(반려식물 지원),프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
CJ더키친과 함께하는 청년 1인가구 소셜다이닝 <명절맞이 내가 차리는 한식 한상차림>,프로그램,기타,중구,"0,10,20,20,30","남성,여성"
힐링요가 프로그램 '나.다.움.',프로그램,기타,도봉구,"40,50,60,70,80,90,100","남성,여성"
1인가구 슬기로운 주류생활,프로그램,기타,중구,"20,30,40,50,60,70,80,90,100","남성,여성"
[종로구] (추가모집) 2022 종로구 1인가구 상담멘토링사업 참여자 모집,상담,외로움,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년 1인가구 주거수리교육 프로그램,프로그램,주거,도봉구,"20,30,40,50","남성,여성"
[행복한밥상] 세대소통 절기밥상(겨울철 베이킹 편),프로그램,질병,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_홈플레이편(모집 마감),프로그램,외로움,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[멤버십데이] 내일은 탁구왕,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_원예편 참여자 모집(모집종료),프로그램,외로움,마포구,"20,30","남성,여성"
나와 마주하는 시간 '템플스테이',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 정신건강지원프로그램 '미술 산책',프로그램,기타,은평구,"20,30,40,50,60,70,80,90,100","남성,여성"
"8월 월간프로그램'함께, 무빙'",행사,기타,송파구,"0,10,20,20,30","남성,여성"
1인가구 부동산 실용모임 '집으로 가는 길',프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
환경캠페인 에코싱글즈3기,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감] 강동싱글놀이터(피클볼) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 셀프디펜스,프로그램,안전,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
걸어서노원속으로-선착순 2명 모집,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 ' 동일이네 마음검진',프로그램,기타,동대문구,"20,30,40,50","남성,여성"
완벽한 솔로생활 -10월(2)-,프로그램,기타,용산구,"20,30,40,50","남성,여성"
<당당한 도봉 1인가구를 위한 혼삶 가이드>-1인가구 적응지원교육 '존중과 행복이 가득한 삶' -,프로그램,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[심리안정감] 나를 나답게, 자기방어 수업(1~2차시)",프로그램,안전,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
집단상담 프로그램 'Dear. me',상담,기타,노원구,"20,30","남성,여성"
[커뮤니티사업] 신규 회원 대상 <우리 센터 길라잡이>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[구로구] 1인가구 특강(6월)_여름철 건강밥상(모집완료),프로그램,기타,구로구,"20,30,40,50","남성,여성"
1인가구지원사업 인생내톤 마감되었습니다,프로그램,기타,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학사업] <우리는 귤멍멍이 유기견 아이돌> 작가와의 만남,프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 '부채관리 교육' 참여자 모집,프로그램,경제/일자리,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
월간밥상 4차 참여자(40-50대) 모집(모집종료),프로그램,기타,마포구,"40,50","남성,여성"
싱글비타민 <마음; 독서챌린지>,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 송년 볼링대회,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
9월 중장년1인가구 소셜다이닝'행복한밥상'(6기),프로그램,기타,송파구,"40,50,60,70,80,90,100","남성,여성"
1인가구 재난안전 교육,프로그램,안전,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[구로구] 구로스테이(6월) (모집완료),프로그램,기타,구로구,"20,30,40,50","남성,여성"
만들당 : 호두파이 만들기,프로그램,기타,성동구,"40,50","남성,여성"
중장년 1인가구 재무교육(비대면 진행),프로그램,경제/일자리,용산구,"40,50,60,70,80,90,100","남성,여성"
[멤버십데이] 함께하니 김장 일(1)도 아니야,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
성공할 결심(진로) 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년층 1인가구 힐링 컬러테라피,프로그램,기타,양천구,"0,10,20,20,30","남성,여성"
1인가구 건강증진 절기 요리 프로그램 '도봉부엌',프로그램,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[커뮤니티사업] 설맞이 멤버십데이 <모듬전 부치기>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
12월 월간프로그램'전통디저트 바람떡',프로그램,기타,송파구,"0,10,20,20,30","남성,여성"
[가족생활] 1인가구 지역 생활역량강화 프로그램 '걸어서 동대문속으로',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
완벽한 솔로생활 -9월-,프로그램,기타,용산구,"20,30,40,50","남성,여성"
[1인가구 여가문화프로그램] '건강스펙쌓기: 내 Healing 뇌 Healing',프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
정착할 결심(친환경) 2기 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
'DIY 홈데코 : 마크라메 도어벨 만들기',프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"1로 모여, 관악구 행복로 3길 2기 모집",프로그램,기타,관악구,"40,50,60,70,80,90,100","남성,여성"
1인가구 개인 심리상담 및 심리검사 지원 안내,상담,기타,용산구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[주거복지] 1인가구 주거복지 이동상담 <1인가구 주거상담소> 3회차 참여자 모집,상담,주거,강남구,"20,30,40,50,60,70,80,90,100","남성,여성"
[인문학사업] <우리는 귤멍멍이 유기견 아이돌> 작가와의 만남,프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감] 강동싱글놀이터(필라테스) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
1인가구 부동산 실용모임 '집으로 가는 길',프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구]공예활동 (9월) 플라워클래스,프로그램,기타,중랑구,"40,50,60,70,80,90,100","남성,여성"
